Label Name,Min_Distance,Dice
Label_01,4.47458600997925,0.193718507885933
Label_02,3.21624946594238,0.250337481498718
Label_03,3.24939250946045,0.219232067465782
Label_04,6.61746692657471,0.0980012267827988
