Label Name,Min_Distance,Dice
Label_01,10.7160120010376,0.150506108999252
Label_02,14.3997058868408,0.145962327718735
Label_03,15.4440975189209,0.138817936182022
Label_04,21.4563388824463,0.045285627245903
