Label Name,Min_Distance,Dice
Label_01,43.3398284912109,0.0131806340068579
Label_02,60.7780494689941,0.0140804750844836
Label_03,44.315299987793,0.0249686446040869
Label_04,41.7762336730957,0.0921040251851082
